OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,Sales,Profit
O000138,2023-11-12,C01446,P0437,1,5697.42,0.2,4557.94,-155.06
O000139,2024-10-27,C02920,P0232,3,2427.4,0.15,6189.87,282.87
O000140,2023-08-30,C03505,P0088,5,1904.66,0.1,8570.97,2255.97
O000141,2023-02-04,C03667,P0308,3,6095.13,0.15,15542.58,3587.58
O000142,2024-12-23,C02467,P0095,3,2474.29,0.05,7051.73,3184.73
O000143,2024-08-29,C00110,P0423,2,2681.45,0.15,4558.46,1110.46
O000144,2024-02-10,C00531,P0026,5,1624.15,0.0,8120.75,2305.75
O000145,2023-01-23,C03852,P0281,4,5203.69,0.05,19774.02,7642.02
O000146,2024-07-15,C04159,P0451,4,942.93,0.0,3771.72,1379.72
O000147,2024-03-06,C01113,P0199,2,3362.03,0.05,6387.86,1393.86
O000148,2024-08-11,C04631,P0003,4,7585.73,0.15,25791.48,9907.48
O000149,2023-01-17,C02372,P0404,3,1085.25,0.2,2604.6,816.6
O000150,2024-03-17,C04796,P0101,5,2939.11,0.2,11756.44,2346.44
O000151,2024-11-23,C03192,P0426,3,4789.87,0.1,12932.65,2477.65
O000152,2024-02-01,C03869,P0103,5,5689.59,0.0,28447.95,13042.95
O000153,2024-02-29,C00592,P0043,4,8436.56,0.2,26996.99,8260.99
O000154,2024-12-14,C03648,P0108,2,3479.42,0.05,6610.9,1790.9
O000155,2024-05-08,C03641,P0464,5,7951.36,0.2,31805.44,9150.44
O000156,2024-10-14,C01469,P0428,4,1954.47,0.1,7036.09,624.09
O000157,2024-08-07,C03632,P0294,3,6240.47,0.1,16849.27,6883.27
O000158,2024-12-12,C04302,P0379,2,2630.27,0.0,5260.54,1248.54
O000159,2024-03-08,C04356,P0149,4,1078.61,0.2,3451.55,-8.45
O000160,2024-11-30,C02612,P0070,1,5315.53,0.15,4518.2,1269.2
O000161,2023-07-30,C03530,P0256,4,1986.21,0.15,6753.11,261.11
O000162,2024-02-16,C04547,P0076,2,6292.67,0.0,12585.34,5859.34
O000163,2024-04-30,C04533,P0087,2,5131.53,0.0,10263.06,4089.06
O000164,2024-08-18,C04753,P0145,2,3921.34,0.2,6274.14,2262.14
O000165,2024-09-22,C04369,P0268,2,5784.71,0.2,9255.54,2875.54
O000166,2024-07-03,C00046,P0380,1,634.49,0.2,507.59,142.59
O000167,2023-06-07,C03432,P0267,2,5968.43,0.2,9549.49,2053.49
O000168,2023-08-27,C01488,P0160,4,7472.4,0.05,28395.12,11431.12
O000169,2024-06-30,C04749,P0315,4,4810.75,0.0,19243.0,4119.0
O000170,2024-09-17,C03842,P0177,4,1683.25,0.1,6059.7,2435.7
O000171,2023-10-26,C01138,P0365,3,4766.11,0.2,11438.66,746.66
O000172,2024-07-02,C00171,P0247,2,5764.6,0.2,9223.36,-194.64
O000173,2024-11-21,C04200,P0135,2,6305.8,0.0,12611.6,6235.6
O000174,2024-12-04,C01250,P0265,2,2386.86,0.1,4296.35,1868.35
O000175,2023-10-17,C02519,P0264,5,3776.07,0.0,18880.35,8115.35
O000176,2024-03-04,C03938,P0231,3,4757.66,0.2,11418.38,3576.38
O000177,2024-09-05,C01612,P0334,4,4487.52,0.15,15257.57,561.57
O000178,2024-07-05,C03997,P0479,2,4425.36,0.1,7965.65,889.65
O000179,2023-09-22,C01681,P0030,4,4389.56,0.1,15802.42,2814.42
O000180,2023-08-26,C04218,P0302,5,3617.54,0.1,16278.93,5143.93
O000181,2024-11-05,C04352,P0325,5,7681.28,0.1,34565.76,14665.76
O000182,2024-12-11,C04605,P0165,2,7342.03,0.05,13949.86,6009.86
O000183,2023-04-25,C03298,P0421,1,3908.23,0.2,3126.58,641.58
O000184,2024-01-31,C03977,P0329,4,6614.7,0.0,26458.8,9682.8
O000185,2024-11-10,C01666,P0441,4,4081.24,0.1,14692.46,6376.46
O000186,2024-10-22,C03925,P0483,2,2623.81,0.1,4722.86,1710.86
O000187,2023-04-16,C00857,P0442,5,7733.89,0.0,38669.45,15429.45
O000188,2024-08-17,C01834,P0176,4,4815.38,0.1,17335.37,6139.37
O000189,2023-04-06,C01268,P0039,2,3759.4,0.2,6015.04,2101.04
O000190,2023-02-17,C02801,P0207,3,480.47,0.15,1225.2,25.2
O000191,2023-06-09,C03527,P0301,1,3204.21,0.2,2563.37,536.37
O000192,2024-04-01,C00879,P0164,4,4638.35,0.0,18553.4,7669.4
O000193,2024-10-06,C00174,P0416,1,5110.76,0.2,4088.61,338.61
O000194,2024-04-10,C03232,P0230,5,3314.05,0.0,16570.25,3045.25
O000195,2023-06-19,C02108,P0137,2,4697.45,0.2,7515.92,1341.92
O000196,2023-06-28,C00076,P0298,5,1117.27,0.2,4469.08,1614.08
O000197,2023-12-01,C04909,P0447,3,683.08,0.2,1639.39,541.39
O000198,2024-04-13,C02831,P0483,1,2602.99,0.0,2602.99,1096.99
O000199,2023-12-14,C00984,P0323,2,6110.32,0.2,9776.51,2200.51
O000200,2024-10-08,C04909,P0353,5,1759.29,0.15,7476.98,946.98
O000201,2024-07-06,C03369,P0461,3,1771.85,0.15,4518.22,336.22
O000202,2024-12-02,C04700,P0346,1,1793.76,0.2,1435.01,269.01
O000203,2023-04-23,C04129,P0460,1,6895.6,0.15,5861.26,1977.26
O000204,2024-02-06,C03568,P0004,2,2691.7,0.15,4575.89,1649.89
O000205,2024-06-27,C03706,P0333,2,1697.42,0.0,3394.84,594.84
O000206,2024-10-01,C01652,P0039,2,3664.56,0.05,6962.66,3048.66
O000207,2024-03-07,C03800,P0006,1,6931.52,0.05,6584.94,2155.94
O000208,2023-10-15,C04322,P0313,2,4833.42,0.1,8700.16,3138.16
O000209,2024-01-26,C04277,P0327,3,6841.75,0.2,16420.2,1489.2
O000210,2024-06-18,C01263,P0112,2,3288.28,0.1,5918.9,2080.9
O000211,2023-07-02,C01106,P0244,4,6220.77,0.0,24883.08,11923.08
O000212,2024-11-08,C02654,P0025,1,2443.27,0.1,2198.94,832.94
O000213,2023-08-09,C03687,P0118,2,6075.23,0.1,10935.41,2489.41
O000214,2023-04-03,C00094,P0215,4,1006.4,0.2,3220.48,820.48
O000215,2024-01-08,C01239,P0320,2,3284.28,0.15,5583.28,2241.28
O000216,2023-09-30,C01489,P0039,2,2362.42,0.2,3779.87,-134.13
O000217,2023-09-13,C02739,P0419,5,293.48,0.0,1467.4,527.4
O000218,2023-01-01,C03308,P0453,5,4451.59,0.15,18919.26,4094.26
O000219,2023-09-06,C03930,P0004,2,2830.37,0.1,5094.67,2168.67
O000220,2023-02-13,C00182,P0339,4,6423.5,0.1,23124.6,5460.6
O000221,2023-09-19,C01084,P0264,3,3194.81,0.15,8146.77,1687.77
O000222,2024-03-26,C02472,P0041,5,6788.74,0.2,27154.96,8329.96
O000223,2024-11-26,C02829,P0440,3,6652.52,0.1,17961.8,7014.8
O000224,2024-12-19,C01525,P0247,1,9308.36,0.15,7912.11,3203.11
O000225,2024-07-13,C01159,P0381,3,5935.25,0.2,14244.6,4734.6
O000226,2024-04-07,C03338,P0141,2,4417.54,0.2,7068.06,246.06
O000227,2023-10-11,C03432,P0041,4,5267.29,0.1,18962.24,3902.24
O000228,2023-05-11,C03448,P0151,4,4233.5,0.05,16087.3,5011.3
O000229,2024-02-17,C00954,P0427,2,5950.23,0.15,10115.39,2399.39
O000230,2024-06-25,C02084,P0469,4,5513.32,0.2,17642.62,4542.62
O000231,2023-05-13,C01034,P0291,4,3219.23,0.0,12876.92,3852.92
O000232,2024-05-11,C02856,P0485,3,2432.83,0.2,5838.79,1455.79
O000233,2023-09-20,C00529,P0460,2,5079.93,0.0,10159.86,2391.86
O000234,2023-07-08,C03074,P0404,2,1003.58,0.15,1706.09,514.09
O000235,2024-09-26,C04030,P0120,2,3750.94,0.2,6001.5,2191.5
O000236,2024-02-12,C03694,P0010,2,4790.73,0.15,8144.24,218.24
O000237,2024-08-20,C02686,P0270,1,2521.75,0.2,2017.4,739.4
O000238,2024-01-22,C04851,P0024,4,5299.07,0.1,19076.65,3276.65
O000239,2024-11-04,C01788,P0188,5,4425.76,0.2,17703.04,6573.04
O000240,2024-07-15,C01749,P0137,2,5156.49,0.2,8250.38,2076.38
O000241,2024-05-03,C02081,P0314,2,6838.02,0.2,10940.83,974.83
O000242,2024-12-28,C00843,P0185,4,1490.17,0.15,5066.58,1442.58
O000243,2024-01-17,C04281,P0401,4,3589.73,0.05,13640.97,4440.97
O000244,2023-09-10,C04040,P0258,4,5236.39,0.0,20945.56,3633.56
O000245,2024-06-19,C04200,P0120,3,3086.39,0.0,9259.17,3544.17
O000246,2023-04-08,C04615,P0109,3,3516.17,0.05,10021.08,4516.08
O000247,2023-07-14,C03513,P0446,3,6406.14,0.2,15374.74,1244.74
O000248,2024-02-17,C02890,P0187,5,3888.07,0.05,18468.33,3133.33
O000249,2023-10-24,C02415,P0445,1,2350.28,0.0,2350.28,429.28
O000250,2024-02-13,C04019,P0304,3,3646.06,0.15,9297.45,474.45
O000251,2023-11-09,C03573,P0117,2,4676.41,0.0,9352.82,4356.82
O000252,2024-07-31,C00947,P0099,2,7593.3,0.1,13667.94,5599.94
O000253,2023-01-18,C04641,P0343,1,5504.97,0.0,5504.97,1498.97
O000254,2024-05-22,C03811,P0153,2,1726.2,0.2,2761.92,621.92
O000255,2024-04-26,C00304,P0274,3,3795.02,0.2,9108.05,495.05
O000256,2024-07-07,C04769,P0262,2,4307.6,0.2,6892.16,-131.84
O000257,2023-11-01,C04806,P0050,4,7886.35,0.15,26813.59,8425.59
O000258,2023-10-31,C00052,P0421,2,4457.66,0.05,8469.55,3499.55
O000259,2023-02-26,C04929,P0076,1,4922.1,0.05,4676.0,1313.0
O000260,2023-08-26,C02999,P0324,5,771.33,0.1,3470.98,605.98
O000261,2024-03-12,C02032,P0390,1,2704.55,0.15,2298.87,665.87
O000262,2024-09-29,C04754,P0228,4,1518.21,0.0,6072.84,2472.84
O000263,2024-02-15,C02321,P0422,3,8033.87,0.2,19281.29,4647.29
O000264,2024-07-12,C00993,P0489,2,3443.36,0.2,5509.38,1945.38
O000265,2024-02-16,C02240,P0075,1,3827.0,0.1,3444.3,1218.3
O000266,2023-03-29,C01346,P0033,5,5374.2,0.0,26871.0,6286.0
O000267,2024-10-05,C01819,P0008,4,7566.45,0.05,28752.51,11228.51
O000268,2024-02-23,C03508,P0080,1,5805.18,0.15,4934.4,1210.4
O000269,2024-08-08,C04445,P0482,1,5481.03,0.15,4658.88,1846.88
O000270,2024-10-29,C00475,P0037,3,8076.85,0.05,23019.02,10797.02
O000271,2023-11-14,C04228,P0231,3,4913.43,0.0,14740.29,6898.29
O000272,2024-05-17,C04692,P0039,2,3593.68,0.1,6468.62,2554.62
O000273,2023-11-22,C01563,P0088,3,1637.37,0.05,4666.5,877.5
O000274,2024-05-08,C00621,P0176,2,5518.21,0.05,10484.6,4886.6
O000275,2023-04-10,C04394,P0012,5,5713.07,0.15,24280.55,4615.55
O000276,2024-05-22,C00456,P0208,1,3765.36,0.15,3200.56,167.56
O000277,2024-05-23,C00946,P0015,2,6740.73,0.0,13481.46,5615.46
O000278,2023-03-30,C04523,P0077,3,4957.51,0.15,12641.65,740.65
O000279,2023-02-16,C03098,P0274,5,5194.89,0.05,24675.73,10320.73
O000280,2024-08-20,C03566,P0199,2,4384.75,0.2,7015.6,2021.6
O000281,2023-07-23,C00561,P0039,5,3479.13,0.2,13916.52,4131.52
O000282,2024-04-15,C04276,P0145,5,3184.37,0.05,15125.76,5095.76
O000283,2023-10-28,C02424,P0388,1,6608.1,0.05,6277.7,1389.7
O000284,2023-10-21,C00720,P0490,3,6982.38,0.15,17805.07,3054.07
O000285,2024-05-20,C02155,P0012,5,6635.55,0.1,29859.98,10194.98
O000286,2024-03-01,C03300,P0053,4,4775.97,0.2,15283.1,-368.9
O000287,2023-03-09,C01338,P0418,2,5285.86,0.1,9514.55,3704.55
O000288,2024-02-28,C02088,P0117,1,4380.15,0.15,3723.13,1225.13
O000289,2023-03-15,C02331,P0135,3,4019.98,0.2,9647.95,83.95
O000290,2024-01-01,C01398,P0476,4,1000.19,0.2,3200.61,852.61
O000291,2024-11-04,C00305,P0403,1,1164.61,0.05,1106.38,372.38
O000292,2023-12-22,C04107,P0135,2,6028.83,0.2,9646.13,3270.13
O000293,2023-07-17,C00790,P0304,1,4159.71,0.15,3535.75,594.75
O000294,2024-07-25,C02318,P0101,3,2314.17,0.0,6942.51,1296.51
O000295,2023-12-21,C04325,P0396,3,342.31,0.1,924.24,285.24
O000296,2023-11-25,C01450,P0007,5,6697.27,0.0,33486.35,14816.35
O000297,2024-02-06,C04799,P0461,4,1963.39,0.2,6282.85,706.85
O000298,2024-02-12,C00535,P0337,3,456.11,0.0,1368.33,390.33
O000299,2023-01-03,C01542,P0494,1,5426.64,0.15,4612.64,1452.64
O000300,2023-09-09,C04570,P0274,1,4099.92,0.2,3279.94,408.94
O000301,2023-11-16,C03579,P0203,1,6318.84,0.1,5686.96,2123.96
O000302,2023-09-12,C04031,P0358,1,6374.9,0.0,6374.9,2467.9
O000303,2023-06-03,C04275,P0423,5,3341.97,0.2,13367.88,4747.88
O000304,2023-01-25,C04223,P0138,2,5827.27,0.2,9323.63,111.63
O000305,2023-06-14,C01401,P0478,2,6058.51,0.15,10299.47,3047.47
O000306,2024-07-11,C03805,P0150,1,173.85,0.1,156.46,31.46
O000307,2024-10-05,C02797,P0425,5,2450.91,0.1,11029.1,2964.1
O000308,2024-07-07,C02730,P0065,1,2469.39,0.2,1975.51,546.51
O000309,2023-06-11,C03920,P0072,1,6100.17,0.1,5490.15,873.15
O000310,2024-01-27,C04361,P0246,5,2509.03,0.0,12545.15,5410.15
O000311,2023-07-31,C01852,P0233,3,7789.67,0.2,18695.21,5369.21
O000312,2024-03-03,C00414,P0081,2,5369.26,0.1,9664.67,3624.67
O000313,2024-09-11,C04748,P0082,2,874.53,0.05,1661.61,375.61
O000314,2024-05-30,C01998,P0386,4,236.16,0.0,944.64,288.64
O000315,2024-05-14,C03394,P0180,5,9505.93,0.15,40400.2,15645.2
O000316,2024-07-25,C01550,P0220,1,5209.72,0.2,4167.78,920.78
O000317,2024-09-02,C00190,P0437,4,9397.35,0.0,37589.4,18737.4
O000318,2024-09-05,C00905,P0261,2,4653.9,0.0,9307.8,1757.8
O000319,2023-08-16,C00135,P0440,5,4649.28,0.1,20921.76,2676.76
O000320,2024-02-04,C03563,P0009,1,163.01,0.05,154.86,26.86
O000321,2024-07-04,C03198,P0083,4,4709.89,0.1,16955.6,2239.6
O000322,2023-02-18,C04461,P0099,3,6627.2,0.2,15905.28,3803.28
O000323,2023-09-04,C04128,P0230,3,3598.75,0.15,9176.81,1061.81
O000324,2024-08-31,C01905,P0188,2,3843.21,0.0,7686.42,3234.42
O000325,2024-12-01,C00933,P0368,4,3079.41,0.15,10469.99,421.99
O000326,2023-08-20,C04369,P0086,2,6369.59,0.1,11465.26,1795.26
O000327,2024-05-02,C02306,P0219,5,5891.25,0.0,29456.25,14146.25
O000328,2024-12-29,C01084,P0376,4,6688.98,0.1,24080.33,10440.33
O000329,2024-06-28,C04450,P0314,3,7160.63,0.0,21481.89,6532.89
O000330,2023-03-23,C02584,P0495,2,563.03,0.05,1069.76,487.76
O000331,2024-02-04,C04455,P0108,4,4339.38,0.1,15621.77,5981.77
O000332,2023-12-14,C04948,P0448,1,6238.31,0.2,4990.65,1633.65
O000333,2024-05-12,C02852,P0249,2,4688.08,0.15,7969.74,2325.74
O000334,2024-02-22,C00268,P0256,4,3243.15,0.05,12323.97,5831.97
O000335,2024-01-20,C03996,P0066,2,1531.42,0.2,2450.27,260.27
O000336,2023-05-22,C02287,P0389,1,2335.84,0.0,2335.84,768.84
O000337,2023-11-05,C02463,P0292,4,5457.5,0.2,17464.0,124.0
O000338,2024-07-22,C04328,P0071,1,4213.86,0.15,3581.78,349.78
O000339,2024-06-13,C00421,P0366,4,1742.07,0.15,5923.04,139.04
O000340,2024-02-07,C03045,P0128,4,3333.44,0.0,13333.76,2569.76
O000341,2023-09-02,C00850,P0355,2,1166.63,0.15,1983.27,91.27
O000342,2023-02-15,C00958,P0215,4,1118.03,0.1,4024.91,1624.91
O000343,2024-10-24,C03678,P0487,2,4618.93,0.0,9237.86,4061.86
O000344,2024-09-30,C00788,P0016,4,1436.8,0.0,5747.2,1679.2
O000345,2023-08-10,C02395,P0308,5,6655.81,0.0,33279.05,13354.05
O000346,2023-06-18,C04314,P0136,5,4941.4,0.0,24707.0,4702.0
O000347,2024-10-16,C03763,P0118,1,7788.88,0.05,7399.44,3176.44
O000348,2023-01-24,C01689,P0123,1,3377.03,0.05,3208.18,639.18
O000349,2024-12-06,C01256,P0088,5,1780.62,0.05,8457.94,2142.94
O000350,2024-01-15,C03029,P0294,2,6025.82,0.15,10243.89,3599.89
O000351,2024-01-11,C04066,P0153,5,1684.17,0.2,6736.68,1386.68
